age_personne,revenu_annuel,anciennete_emploi,montant_pret,taux_interet,statut_defaut,pret_pourcentage_revenu,anciennete_credit,revenu_annuel_log,montant_pret_log,note_pret_encodee,historique_defaut_encode,logement_OTHER,logement_OWN,logement_RENT,motif_EDUCATION,motif_HOMEIMPROVEMENT,motif_MEDICAL,motif_PERSONAL,motif_VENTURE
23.0,30000,0.6230410143471927,3000,0.5196605773835565,1,-0.6577067905411286,-0.44624569742716774,-1.137614786724218,-1.3155486640921987,-0.18890868226395535,0,0,0,1,0,0,0,0,0
25.0,30000,1.1607754159095183,3000,0.2146810734628985,0,-0.6577067905411286,-0.6926137554668351,-1.137614786724218,-1.3155486640921987,-0.18890868226395535,0,0,0,1,0,0,0,1,0
26.0,30000,-0.9901621903397838,3000,0.7686234377269514,0,-0.6577067905411286,-0.44624569742716774,-1.137614786724218,-1.3155486640921987,0.6677874347293821,0,0,0,1,0,0,0,0,0
25.0,84000,1.1607754159095183,4200,-0.5508797220930404,0,-1.1258263249335287,-0.44624569742716774,0.8109298353703611,-0.8425460380890429,-0.18890868226395535,0,0,0,0,0,0,0,0,0
24.0,84000,0.8919082151283555,8000,-1.0923739433399238,0,-0.6577067905411286,-0.9389818135065024,0.8109298353703611,0.06336920847450611,-1.0456047992572928,0,0,0,0,0,1,0,0,0
22.0,84000,-0.4524277887774583,8000,-0.9772286204311038,0,-0.6577067905411286,-0.44624569742716774,0.8109298353703611,0.06336920847450611,-1.0456047992572928,0,0,0,0,1,0,0,0,0
26.0,62000,1.429642616690681,12000,0.5196605773835565,0,0.18490837136519167,-0.6926137554668351,0.23620988696818732,0.6334627042541408,-0.18890868226395535,0,0,0,1,0,0,0,0,1
22.0,84000,-0.4524277887774583,10000,-0.19921968185799516,0,-0.47045897678416865,-0.6926137554668351,0.8109298353703611,0.377111390429673,-0.18890868226395535,0,0,0,0,1,0,0,0,0
22.0,84000,-1.2590293911209467,10000,-0.9772286204311038,0,-0.47045897678416865,-0.6926137554668351,0.8109298353703611,0.377111390429673,-1.0456047992572928,0,0,0,0,0,0,1,0,0
25.0,84000,0.8919082151283555,6000,-0.12453082375497725,0,-0.9385785111765687,-0.44624569742716774,0.8109298353703611,-0.34110154828967143,-0.18890868226395535,0,0,0,0,0,0,0,0,1
25.0,66300,1.1607754159095183,1700,-1.3257766249118563,1,-1.406698045568969,-0.44624569742716774,0.36311244570013507,-2.113871400215069,-1.0456047992572928,0,0,0,0,0,0,1,0,0
23.0,62000,0.8919082151283555,12000,-1.6276440930782223,0,0.18490837136519167,-0.9389818135065024,0.23620988696818732,0.6334627042541408,-1.0456047992572928,0,0,0,1,0,0,0,0,0
23.0,84000,0.6230410143471927,25000,-0.23967614666379705,0,1.214771347028472,-0.9389818135065024,0.8109298353703611,1.6654857770230687,-0.18890868226395535,0,0,0,0,0,0,0,1,0
25.0,84000,-0.18356058799629554,15000,-0.9772286204311038,0,0.09128446448671156,-0.44624569742716774,0.8109298353703611,0.9472166020795586,-1.0456047992572928,0,0,0,0,0,0,0,0,0
25.0,62204,-0.4524277887774583,12000,0.9615696544930821,0,0.18490837136519167,-0.9389818135065024,0.24242659752927342,0.6334627042541408,1.5244835517227195,1,0,0,1,0,0,0,0,1
25.0,84000,0.8919082151283555,8500,0.2520255025144075,0,-0.6577067905411286,-0.6926137554668351,0.8109298353703611,0.1486072764397719,-0.18890868226395535,0,0,0,0,0,0,0,1,0
25.0,62300,1.1607754159095183,12000,-0.9710045489225188,0,0.18490837136519167,-0.44624569742716774,0.24534505725160874,0.6334627042541408,-1.0456047992572928,0,0,0,1,0,0,1,0,0
23.0,84000,0.6230410143471927,25000,0.46986800531487755,0,1.214771347028472,-0.9389818135065024,0.8109298353703611,1.6654857770230687,-0.18890868226395535,0,0,0,0,0,0,0,0,1
24.0,78000,-1.2590293911209467,15000,-0.009385500846156906,1,0.18490837136519167,-0.9389818135065024,0.6706800410190555,0.9472166020795586,-0.18890868226395535,0,0,0,0,0,0,0,1,0
21.0,84000,0.08530661278486722,10000,0.46986800531487755,0,-0.47045897678416865,-0.44624569742716774,0.8109298353703611,0.377111390429673,-0.18890868226395535,0,0,0,0,0,0,0,0,0
24.0,84000,0.08530661278486722,20000,0.2520255025144075,0,0.6530279057575917,-0.6926137554668351,0.8109298353703611,1.3517225058688216,-0.18890868226395535,0,0,1,0,0,0,0,1,0
23.0,78000,-0.9901621903397838,8000,0.5756772209608203,1,-0.6577067905411286,-0.9389818135065024,0.6706800410190555,0.06336920847450611,0.6677874347293821,0,0,0,0,0,0,0,0,1
23.0,62400,-1.2590293911209467,12000,-1.1608387299343572,0,0.18490837136519167,-0.44624569742716774,0.24838034130269745,0.6334627042541408,-1.0456047992572928,0,0,0,1,0,0,0,1,0
23.0,62400,-1.2590293911209467,12000,-1.2790960885974698,0,0.18490837136519167,-0.6926137554668351,0.24838034130269745,0.6334627042541408,-1.0456047992572928,0,0,0,1,0,0,0,0,1
26.0,84000,1.429642616690681,3000,-0.43262236342992766,0,-1.2194502318120088,-0.6926137554668351,0.8109298353703611,-1.3155486640921987,-1.0456047992572928,0,0,0,0,0,0,0,0,0
26.0,84000,0.35417381356603,2150,0.7623993662183667,0,-1.313074138690489,-0.9389818135065024,0.8109298353703611,-1.7838205054901752,0.6677874347293821,0,0,0,0,0,1,0,0,0
24.0,84000,1.1607754159095183,25000,0.07463946451973866,0,1.214771347028472,-0.44624569742716774,0.8109298353703611,1.6654857770230687,-0.18890868226395535,0,0,0,0,0,0,0,0,1
26.0,62500,0.6230410143471927,12000,0.3765069326861049,0,0.18490837136519167,-0.44624569742716774,0.25141076508677834,0.6334627042541408,0.6677874347293821,0,0,0,1,0,0,0,0,1
22.0,84000,0.35417381356603,7500,-0.743825938859171,0,-0.7513306974196088,-0.9389818135065024,0.8109298353703611,-0.027371081326199486,-1.0456047992572928,0,0,0,0,0,0,0,0,0
24.0,63000,0.8919082151283555,12000,-0.1151947164920996,0,0.18490837136519167,-0.6926137554668351,0.2664905213139657,0.6334627042541408,-0.18890868226395535,0,0,0,1,0,0,0,0,1
23.0,84000,-0.721294989558621,20000,0.49476429134921707,0,0.6530279057575917,-0.9389818135065024,0.8109298353703611,1.3517225058688216,1.5244835517227195,1,0,0,0,1,0,0,0,0
26.0,84000,1.429642616690681,4925,-0.3299251835382773,0,-1.0322024180550489,-0.6926137554668351,0.8109298353703611,-0.6186774651340041,-0.18890868226395535,0,0,0,0,0,0,0,1,0
25.0,63000,-0.9901621903397838,12000,1.0082501908074686,0,0.18490837136519167,-0.6926137554668351,0.2664905213139657,0.6334627042541408,0.6677874347293821,0,0,0,1,0,0,0,0,0
26.0,84191,0.08530661278486722,9000,-1.3693451254719504,0,-0.5640828836626486,-0.44624569742716774,0.8152281509959984,0.22897242212419075,-1.0456047992572928,0,0,0,0,0,0,1,0,0
23.0,63250,-0.9901621903397838,12000,-0.009385500846156906,0,0.18490837136519167,-0.9389818135065024,0.27398557892336545,0.6334627042541408,-0.18890868226395535,0,0,0,1,1,0,0,0,0
21.0,84400,-0.721294989558621,12000,-0.6473528304761059,0,-0.2832111630272084,-0.6926137554668351,0.8199203847091595,0.6334627042541408,-1.0456047992572928,0,0,1,0,0,0,0,0,1
21.0,63996,0.35417381356603,12000,0.8619845103557241,0,0.18490837136519167,-0.44624569742716774,0.2961759979724511,0.6334627042541408,0.6677874347293821,0,0,0,1,0,0,0,0,1
22.0,58000,-0.4524277887774583,12000,-0.009385500846156906,1,0.37215618512215165,-0.6926137554668351,0.10999659491225022,0.6334627042541408,-0.18890868226395535,0,0,0,1,0,0,1,0,0
23.0,84500,-0.4524277887774583,10000,-1.0923739433399238,0,-0.47045897678416865,-0.44624569742716774,0.8221613644182854,0.377111390429673,-1.0456047992572928,0,0,0,0,0,0,0,0,1
24.0,38000,-0.721294989558621,5000,0.46986800531487755,0,-0.3768350699056885,-0.6926137554668351,-0.6902553187476436,-0.5974294324235455,0.6677874347293821,0,0,1,0,0,1,0,0,0
23.0,64000,-1.2590293911209467,12000,0.6659262578353011,0,0.18490837136519167,-0.9389818135065024,0.2962942829177535,0.6334627042541408,0.6677874347293821,0,0,0,1,0,0,0,1,0
23.0,84554,-0.4524277887774583,3600,-1.5529552349752038,0,-1.2194502318120088,-0.9389818135065024,0.8233703910052047,-1.0592520128660359,-1.0456047992572928,0,0,0,0,0,0,0,0,0
22.0,84600,-0.18356058799629554,6000,-1.0985980148485086,0,-0.9385785111765687,-0.44624569742716774,0.8243996936794812,-0.34110154828967143,-1.0456047992572928,0,0,0,0,0,0,0,1,0
26.0,64404,-0.4524277887774583,12000,0.2706977170401622,0,0.18490837136519167,-0.9389818135065024,0.3082031417297484,0.6334627042541408,-0.18890868226395535,0,0,0,1,1,0,0,0,0
22.0,78700,0.35417381356603,7000,-1.0394693355169524,1,-0.7513306974196088,-0.6926137554668351,0.6875883063769845,-0.12437326259348419,-1.0456047992572928,0,0,0,0,0,0,0,0,0
26.0,64500,-0.9901621903397838,12000,-0.009385500846156906,0,0.18490837136519167,-0.44624569742716774,0.31102198446288154,0.6334627042541408,-0.18890868226395535,0,0,0,1,0,0,0,0,0
24.0,64575,-0.721294989558621,12000,-1.1608387299343572,0,0.18490837136519167,-0.44624569742716774,0.3132212877074644,0.6334627042541408,-1.0456047992572928,0,0,0,1,0,0,0,1,0
24.0,65000,0.08530661278486722,12000,-0.6598009734932755,0,0.09128446448671156,-0.9389818135065024,0.32563595920471894,0.6334627042541408,-1.0456047992572928,0,0,0,1,0,0,0,0,0
21.0,65000,-1.2590293911209467,12000,0.2146810734628985,0,0.09128446448671156,-0.44624569742716774,0.32563595920471894,0.6334627042541408,-0.18890868226395535,0,0,0,1,0,0,0,0,0
24.0,38000,0.35417381356603,1000,-0.2925807544867684,0,-1.313074138690489,-0.44624569742716774,-0.6902553187476436,-2.8594453418201247,-0.18890868226395535,0,0,1,0,0,0,1,0,0
26.0,84996,0.35417381356603,1500,0.3765069326861049,0,-1.406698045568969,-0.44624569742716774,0.8332375698922356,-2.2897615942179588,0.6677874347293821,0,0,0,0,1,0,0,0,0
24.0,84996,-0.18356058799629554,8000,1.4159268746197775,0,-0.7513306974196088,-0.9389818135065024,0.8332375698922356,0.06336920847450611,1.5244835517227195,1,0,1,0,0,0,0,1,0
23.0,84996,0.08530661278486722,14000,-1.0985980148485086,0,-0.09596334927024842,-0.6926137554668351,0.8332375698922356,0.8502077261607598,-1.0456047992572928,0,0,0,0,0,0,0,1,0
23.0,84996,-1.2590293911209467,16750,1.0362585125961006,0,0.27853227824367177,-0.9389818135065024,0.8332375698922356,1.1023747207548857,0.6677874347293821,0,0,0,0,1,0,0,0,0
24.0,59000,0.08530661278486722,12000,1.3256778377452967,1,0.27853227824367177,-0.9389818135065024,0.14234776219857156,0.6334627042541408,1.5244835517227195,1,0,0,1,0,0,1,0,0
26.0,65000,-0.4524277887774583,12000,1.3350139450081744,0,0.09128446448671156,-0.44624569742716774,0.32563595920471894,0.6334627042541408,1.5244835517227195,1,0,0,1,0,0,0,0,1
25.0,84996,-0.4524277887774583,3000,-1.0985980148485086,0,-1.2194502318120088,-0.9389818135065024,0.8332375698922356,-1.3155486640921987,-1.0456047992572928,0,0,0,0,0,0,0,0,1
22.0,65000,0.08530661278486722,12000,0.7655114019726591,0,0.09128446448671156,-0.6926137554668351,0.32563595920471894,0.6334627042541408,0.6677874347293821,1,0,0,1,0,0,0,0,0
22.0,65000,-0.9901621903397838,12000,-0.6473528304761059,0,0.09128446448671156,-0.44624569742716774,0.32563595920471894,0.6334627042541408,-1.0456047992572928,0,0,0,1,1,0,0,0,0
22.0,84996,-0.4524277887774583,15000,0.1431042511141724,0,0.09128446448671156,-0.9389818135065024,0.8332375698922356,0.9472166020795586,-0.18890868226395535,0,1,0,0,0,0,0,0,0
23.0,84996,0.6230410143471927,10000,-0.021833643863326927,0,-0.47045897678416865,-0.44624569742716774,0.8332375698922356,0.377111390429673,-0.18890868226395535,0,0,0,0,0,0,1,0,0
22.0,59000,-0.721294989558621,12000,2.041446061232556,1,0.27853227824367177,-0.44624569742716774,0.14234776219857156,0.6334627042541408,3.2378757857093943,0,0,0,1,0,0,0,0,0
23.0,84996,0.08530661278486722,5000,-0.021833643863326927,0,-1.0322024180550489,-0.6926137554668351,0.8332375698922356,-0.5974294324235455,-0.18890868226395535,0,0,0,0,0,0,1,0,0
21.0,65000,0.35417381356603,12000,1.0206983338246387,0,0.09128446448671156,-0.6926137554668351,0.32563595920471894,0.6334627042541408,1.5244835517227195,0,0,0,1,0,0,0,1,0
26.0,59000,-0.9901621903397838,12000,1.3350139450081744,1,0.27853227824367177,-0.44624569742716774,0.14234776219857156,0.6334627042541408,1.5244835517227195,0,0,0,1,0,1,0,0,0
22.0,65400,-0.9901621903397838,12000,0.6348059002923769,0,0.09128446448671156,-0.9389818135065024,0.3372464283004082,0.6334627042541408,0.6677874347293821,0,0,0,1,1,0,0,0,0
23.0,66000,0.6230410143471927,12000,1.1296195852248738,0,0.09128446448671156,-0.9389818135065024,0.35452966026985283,0.6334627042541408,0.6677874347293821,1,0,0,1,1,0,0,0,0
23.0,66000,-0.721294989558621,12000,-1.0985980148485086,0,0.09128446448671156,-0.44624569742716774,0.35452966026985283,0.6334627042541408,-1.0456047992572928,0,0,0,1,0,0,0,0,1
24.0,62050,-0.9901621903397838,5600,1.1296195852248738,1,-0.8449546042980887,-0.44624569742716774,0.23773548079618356,-0.43810038257782663,0.6677874347293821,0,0,0,0,0,0,1,0,0
26.0,66000,-0.4524277887774583,12000,0.2520255025144075,0,0.09128446448671156,-0.9389818135065024,0.35452966026985283,0.6334627042541408,-0.18890868226395535,0,0,0,1,0,0,1,0,0
25.0,67200,-0.4524277887774583,12000,0.7686234377269514,0,0.09128446448671156,-0.44624569742716774,0.38862970239463335,0.6334627042541408,0.6677874347293821,1,0,0,1,0,1,0,0,0
26.0,68400,1.429642616690681,12000,-1.1608387299343572,0,0.09128446448671156,-0.44624569742716774,0.4221261810571122,0.6334627042541408,-1.0456047992572928,0,0,0,1,0,0,0,0,1
25.0,85000,0.6230410143471927,12000,1.1296195852248738,0,-0.2832111630272084,-0.44624569742716774,0.8333266311542906,0.6334627042541408,0.6677874347293821,1,0,0,0,1,0,0,0,0
22.0,68496,-0.18356058799629554,12000,1.3350139450081744,0,0.09128446448671156,-0.6926137554668351,0.4247804618628409,0.6334627042541408,1.5244835517227195,1,0,0,1,0,0,0,1,0
25.0,62500,-0.721294989558621,12000,1.7893711651348694,1,0.18490837136519167,-0.9389818135065024,0.25141076508677834,0.6334627042541408,1.5244835517227195,0,0,0,1,0,0,0,0,1
21.0,69000,0.08530661278486722,12000,-0.9772286204311038,0,-0.0023394423917683085,-0.44624569742716774,0.4386546879119503,0.6334627042541408,-1.0456047992572928,0,0,0,1,0,0,0,0,0
24.0,85000,0.8919082151283555,15000,-0.9710045489225188,0,0.09128446448671156,-0.9389818135065024,0.8333266311542906,0.9472166020795586,-1.0456047992572928,0,0,0,0,0,0,0,0,1
22.0,85000,-1.2590293911209467,20000,0.7686234377269514,0,0.6530279057575917,-0.9389818135065024,0.8333266311542906,1.3517225058688216,0.6677874347293821,1,0,0,0,1,0,0,0,0
24.0,69500,0.8919082151283555,12000,-0.1151947164920996,0,-0.0023394423917683085,-0.9389818135065024,0.45231902326129453,0.6334627042541408,-0.18890868226395535,0,0,0,1,0,0,0,1,0
26.0,85000,1.429642616690681,24000,-0.6598009734932755,0,1.0275235332715122,-0.6926137554668351,0.8333266311542906,1.6080855361493025,-1.0456047992572928,0,0,0,0,0,0,1,0,0
24.0,85000,-0.721294989558621,7000,0.5196605773835565,0,-0.8449546042980887,-0.6926137554668351,0.8333266311542906,-0.12437326259348419,-0.18890868226395535,0,0,0,0,0,0,0,0,0
24.0,85000,0.8919082151283555,10000,-1.3693451254719504,0,-0.47045897678416865,-0.44624569742716774,0.8333266311542906,0.377111390429673,-1.0456047992572928,0,0,1,0,0,0,0,0,1
22.0,69600,0.35417381356603,12000,-1.1608387299343572,0,-0.0023394423917683085,-0.44624569742716774,0.45504009108066784,0.6334627042541408,-1.0456047992572928,0,0,0,1,0,0,0,1,0
23.0,85000,0.6230410143471927,14000,1.6399934489288324,0,-0.09596334927024842,-0.44624569742716774,0.8333266311542906,0.8502077261607598,1.5244835517227195,1,0,1,0,0,0,0,1,0
21.0,37500,0.08530661278486722,6000,0.14621628686846477,0,-0.09596334927024842,-0.6926137554668351,-0.7153216377806868,-0.34110154828967143,-0.18890868226395535,0,0,1,0,0,0,0,0,1
24.0,70000,0.8919082151283555,12000,-0.1151947164920996,0,-0.0023394423917683085,-0.6926137554668351,0.4658854069483169,0.6334627042541408,-0.18890868226395535,0,0,0,1,0,0,0,1,0
25.0,70000,1.1607754159095183,12000,-0.6598009734932755,0,-0.0023394423917683085,-0.9389818135065024,0.4658854069483169,0.6334627042541408,-1.0456047992572928,0,0,0,1,0,0,0,0,1
23.0,70000,-0.4524277887774583,12000,-0.9710045489225188,0,-0.0023394423917683085,-0.9389818135065024,0.4658854069483169,0.6334627042541408,-1.0456047992572928,0,0,0,1,0,0,0,0,1
22.0,85000,-0.18356058799629554,15000,-1.5529552349752038,0,0.09128446448671156,-0.9389818135065024,0.8333266311542906,0.9472166020795586,-1.0456047992572928,0,0,0,0,0,0,0,0,1
23.0,85000,-1.2590293911209467,11000,1.011362226561761,0,-0.3768350699056885,-0.44624569742716774,0.8333266311542906,0.5111207378906887,0.6677874347293821,0,0,0,0,1,0,0,0,0
25.0,70000,-1.2590293911209467,12000,0.30181807458308646,0,-0.0023394423917683085,-0.9389818135065024,0.4658854069483169,0.6334627042541408,-0.18890868226395535,0,0,0,1,1,0,0,0,0
24.0,85000,-0.18356058799629554,10000,0.7655114019726591,0,-0.47045897678416865,-0.44624569742716774,0.8333266311542906,0.377111390429673,0.6677874347293821,0,0,0,0,0,0,1,0,0
26.0,70000,-1.2590293911209467,12000,-1.5654033779923735,0,-0.0023394423917683085,-0.44624569742716774,0.4658854069483169,0.6334627042541408,-1.0456047992572928,0,0,0,1,1,0,0,0,0
23.0,85000,-0.18356058799629554,3000,-1.5529552349752038,0,-1.2194502318120088,-0.6926137554668351,0.8333266311542906,-1.3155486640921987,-1.0456047992572928,0,0,0,0,1,0,0,0,0
26.0,70000,0.35417381356603,12000,-1.2541998025631302,0,-0.0023394423917683085,-0.6926137554668351,0.4658854069483169,0.6334627042541408,-1.0456047992572928,0,0,0,1,0,1,0,0,0
21.0,70000,-0.4524277887774583,12000,-1.2541998025631302,0,-0.0023394423917683085,-0.6926137554668351,0.4658854069483169,0.6334627042541408,-1.0456047992572928,0,0,0,1,0,0,0,1,0
22.0,70000,-0.4524277887774583,12000,-1.1608387299343572,0,-0.0023394423917683085,-0.44624569742716774,0.4658854069483169,0.6334627042541408,-1.0456047992572928,0,0,0,1,1,0,0,0,0
25.0,70000,-0.18356058799629554,12000,-0.20233171761228808,0,-0.0023394423917683085,-0.6926137554668351,0.4658854069483169,0.6334627042541408,-0.18890868226395535,0,0,0,1,0,0,1,0,0
26.0,85000,-0.9901621903397838,7200,-0.6598009734932755,0,-0.8449546042980887,-0.44624569742716774,0.8333266311542906,-0.0847658547361308,-1.0456047992572928,0,0,0,0,0,0,0,1,0
22.0,73000,0.35417381356603,6000,0.7686234377269514,1,-0.8449546042980887,-0.9389818135065024,0.5453027828536354,-0.34110154828967143,0.6677874347293821,1,0,0,0,0,1,0,0,0
24.0,85000,0.8919082151283555,25600,0.5196605773835565,0,1.214771347028472,-0.44624569742716774,0.8333266311542906,1.698833880755539,-0.18890868226395535,0,0,0,0,0,0,1,0,0
23.0,85000,0.6230410143471927,14000,-1.5529552349752038,0,-0.09596334927024842,-0.44624569742716774,0.8333266311542906,0.8502077261607598,-1.0456047992572928,0,0,0,0,1,0,0,0,0
25.0,70000,0.35417381356603,12000,0.36094675391464254,0,-0.0023394423917683085,-0.6926137554668351,0.4658854069483169,0.6334627042541408,-0.18890868226395535,0,0,0,1,0,0,0,0,1
22.0,64000,0.6230410143471927,12000,0.5756772209608203,1,0.18490837136519167,-0.9389818135065024,0.2962942829177535,0.6334627042541408,0.6677874347293821,1,0,0,1,1,0,0,0,0
23.0,70000,-0.18356058799629554,12000,-1.0985980148485086,0,-0.0023394423917683085,-0.9389818135065024,0.4658854069483169,0.6334627042541408,-1.0456047992572928,0,0,0,1,0,0,1,0,0
26.0,85000,-1.2590293911209467,12000,1.011362226561761,0,-0.2832111630272084,-0.44624569742716774,0.8333266311542906,0.6334627042541408,0.6677874347293821,0,0,0,0,0,0,0,1,0
25.0,85000,0.6230410143471927,5500,0.7686234377269514,0,-1.0322024180550489,-0.6926137554668351,0.8333266311542906,-0.4634328646485578,0.6677874347293821,0,0,0,0,0,0,0,1,0
24.0,85000,0.8919082151283555,35000,-1.0985980148485086,0,2.244634322691752,-0.9389818135065024,0.8333266311542906,2.1386062155997307,-1.0456047992572928,0,0,0,0,0,0,0,1,0
22.0,85000,0.35417381356603,12500,-1.0985980148485086,0,-0.18958725614872854,-0.9389818135065024,0.8333266311542906,0.6908606018015565,-1.0456047992572928,0,0,0,0,0,0,0,1,0
26.0,85000,1.429642616690681,12000,-1.3693451254719504,0,-0.2832111630272084,-0.6926137554668351,0.8333266311542906,0.6334627042541408,-1.0456047992572928,0,0,0,0,0,0,0,1,0
24.0,70000,-0.9901621903397838,12000,0.17422460865709663,0,-0.0023394423917683085,-0.6926137554668351,0.4658854069483169,0.6334627042541408,-0.18890868226395535,0,0,0,1,0,0,0,0,1
25.0,70000,1.1607754159095183,12000,0.7872956522527061,0,-0.0023394423917683085,-0.6926137554668351,0.4658854069483169,0.6334627042541408,1.5244835517227195,1,0,0,1,1,0,0,0,0
22.0,55082,0.35417381356603,12000,2.338645475767484,1,0.18490837136519167,-0.6926137554668351,0.01230589773917565,0.6334627042541408,3.2378757857093943,1,0,0,1,0,0,1,0,0
23.0,85000,-1.2590293911209467,24000,-1.0985980148485086,0,1.0275235332715122,-0.44624569742716774,0.8333266311542906,1.6080855361493025,-1.0456047992572928,0,0,0,0,1,0,0,0,0
24.0,71151,0.35417381356603,12000,-1.3693451254719504,0,-0.0023394423917683085,-0.44624569742716774,0.4967504937327957,0.6334627042541408,-1.0456047992572928,0,0,0,1,0,0,0,0,1
24.0,85000,0.8919082151283555,10000,0.6130216500123298,0,-0.47045897678416865,-0.44624569742716774,0.8333266311542906,0.377111390429673,0.6677874347293821,1,0,0,0,0,0,0,0,1
26.0,85000,1.429642616690681,4650,0.7686234377269514,0,-1.1258263249335287,-0.6926137554668351,0.8333266311542906,-0.6994548582537161,0.6677874347293821,1,0,0,0,0,0,0,0,0
24.0,85000,-0.721294989558621,7500,0.9242252254415732,0,-0.7513306974196088,-0.9389818135065024,0.8333266311542906,-0.027371081326199486,0.6677874347293821,1,0,0,0,0,0,0,1,0
21.0,37200,0.08530661278486722,7000,-0.7873944394192652,0,0.18490837136519167,-0.44624569742716774,-0.7305223531080106,-0.12437326259348419,-1.0456047992572928,0,0,1,0,0,0,0,0,1
24.0,72000,0.8919082151283555,12000,0.9242252254415732,0,-0.0023394423917683085,-0.44624569742716774,0.5191988731491611,0.6334627042541408,0.6677874347293821,1,0,0,1,0,1,0,0,0
22.0,72000,0.35417381356603,12000,0.6130216500123298,0,-0.0023394423917683085,-0.6926137554668351,0.5191988731491611,0.6334627042541408,0.6677874347293821,1,0,0,1,0,0,1,0,0
24.0,85000,0.6230410143471927,12000,-1.5654033779923735,0,-0.2832111630272084,-0.9389818135065024,0.8333266311542906,0.6334627042541408,-1.0456047992572928,0,0,0,0,0,0,0,0,1
26.0,85000,-1.2590293911209467,11600,-1.7427894159870425,0,-0.2832111630272084,-0.44624569742716774,0.8333266311542906,0.5857954658460159,-1.0456047992572928,0,0,0,0,0,0,1,0,0
23.0,85000,0.35417381356603,10000,-0.009385500846156906,0,-0.47045897678416865,-0.9389818135065024,0.8333266311542906,0.377111390429673,-0.18890868226395535,0,0,0,0,1,0,0,0,0
22.0,85000,-0.4524277887774583,10000,-1.5654033779923735,0,-0.47045897678416865,-0.9389818135065024,0.8333266311542906,0.377111390429673,-1.0456047992572928,0,0,0,0,0,0,0,1,0
23.0,85000,-0.9901621903397838,21400,0.7686234377269514,0,0.7466518126360718,-0.44624569742716774,0.8333266311542906,1.4468573361996324,0.6677874347293821,1,0,0,0,0,0,0,0,1
22.0,72000,0.35417381356603,12000,-0.009385500846156906,0,-0.0023394423917683085,-0.44624569742716774,0.5191988731491611,0.6334627042541408,-0.18890868226395535,0,0,0,1,0,0,1,0,0
25.0,31200,-0.18356058799629554,4000,1.920076666815152,1,-0.3768350699056885,-0.44624569742716774,-1.0633908542316026,-0.9111364720389034,2.381179668716057,1,0,1,0,0,1,0,0,0
25.0,66000,1.1607754159095183,12000,1.8267155941863789,1,0.09128446448671156,-0.9389818135065024,0.35452966026985283,0.6334627042541408,1.5244835517227195,0,0,0,1,0,0,0,1,0
25.0,85000,-1.2590293911209467,2800,-1.0985980148485086,0,-1.313074138690489,-0.6926137554668351,0.8333266311542906,-1.4125307669500158,-1.0456047992572928,0,0,0,0,1,0,0,0,0
24.0,85000,-0.721294989558621,27500,0.30181807458308646,0,1.4020191607854322,-0.9389818135065024,0.8333266311542906,1.7995027934667427,-0.18890868226395535,0,0,1,0,1,0,0,0,0
22.0,85000,0.35417381356603,10000,0.9242252254415732,0,-0.47045897678416865,-0.44624569742716774,0.8333266311542906,0.377111390429673,0.6677874347293821,1,0,0,0,0,0,0,0,1
23.0,72000,0.6230410143471927,12000,-0.32058907627540023,0,-0.0023394423917683085,-0.6926137554668351,0.5191988731491611,0.6334627042541408,-0.18890868226395535,0,0,0,1,0,0,0,0,1
26.0,85000,1.429642616690681,11000,0.30181807458308646,0,-0.3768350699056885,-0.44624569742716774,0.8333266311542906,0.5111207378906887,-0.18890868226395535,0,0,0,0,0,1,0,0,0
22.0,85000,-0.18356058799629554,4300,-0.009385500846156906,0,-1.1258263249335287,-0.44624569742716774,0.8333266311542906,-0.8094659887126137,-0.18890868226395535,0,0,1,0,1,0,0,0,0
24.0,72000,0.8919082151283555,12000,-0.9772286204311038,0,-0.0023394423917683085,-0.44624569742716774,0.5191988731491611,0.6334627042541408,-1.0456047992572928,0,0,0,1,0,0,1,0,0
25.0,85000,1.1607754159095183,24000,-0.009385500846156906,0,1.0275235332715122,-0.44624569742716774,0.8333266311542906,1.6080855361493025,-0.18890868226395535,0,0,0,0,0,0,0,0,0
26.0,85000,1.429642616690681,4650,-0.7873944394192652,0,-1.1258263249335287,-0.9389818135065024,0.8333266311542906,-0.6994548582537161,-1.0456047992572928,0,0,0,0,1,0,0,0,0
22.0,85000,-1.2590293911209467,12000,0.30181807458308646,0,-0.2832111630272084,-0.6926137554668351,0.8333266311542906,0.6334627042541408,-0.18890868226395535,0,0,0,0,1,0,0,0,0
21.0,72100,0.35417381356603,12000,-1.6276440930782223,0,-0.0023394423917683085,-0.9389818135065024,0.5218255262932107,0.6334627042541408,-1.0456047992572928,0,0,0,1,0,0,0,1,0
25.0,85000,1.429642616690681,16000,-0.009385500846156906,0,0.18490837136519167,-0.9389818135065024,0.8333266311542906,1.037962749778786,-0.18890868226395535,0,0,0,0,0,0,0,0,1
23.0,72324,0.6230410143471927,12000,-0.009385500846156906,0,-0.0023394423917683085,-0.6926137554668351,0.5276960338167337,0.6334627042541408,-0.18890868226395535,0,0,0,1,0,0,0,0,1
25.0,85000,0.35417381356603,1500,0.6348059002923769,0,-1.406698045568969,-0.9389818135065024,0.8333266311542906,-2.2897615942179588,0.6677874347293821,0,0,0,0,0,0,0,0,0
